job_id,job_title,company,experience,salary,location,job_age,skills
494,Senior Analyst - SQL/ SAS/ Python/ Machine Learning - Banking Domain,Huquo Consulting Pvt. Ltd,1-4 Yrs,Not disclosed,Bengaluru,19 DAYS AGO,Data Science|Consulting - BFSI|SAS|Senior Analyst|Data Scientist|Data Analytics|Machine Learning|Statistics
495,Assistant Manager - Sql/sas/python/machine Learning- Iit/nit/bits,Huquo Consulting Pvt. Ltd,2-7 Yrs,Not disclosed,Bengaluru,19 DAYS AGO,Data Science|SAS|Data Scientist|Data Analytics|Machine Learning|Statistics|Analytics|SQL
496,Python Packages (numpy Panda's) with Lidar / Radar at Hyderabad,Best Infosystems Ltd.,2-5 Yrs,Not disclosed,Chennai| Bengaluru| Hyderabad,12 DAYS AGO,python|RADAR|Pandas|LIDAR|Numpy
497,Technical Lead - Python Developer with Django : Work from Home Option,A T L A S Systems Pvt LTD,9-14 Yrs,Not disclosed,Chennai| Mumbai| Bengaluru| Hyderabad,26 DAYS AGO,IT Skills|Python|Software Development|Cloud|Oracle|Elastic Search|AWS|work from home
498,Senior Software Engineer - Full Stack Python Development,Oloid AI,5-10 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Tensorflow|Configuration Management Tools|Shell Scripting|Image Processing|OpenGL|Full Stack|Computer Vision|Algorithm
499,Sr. Software Engineer - Python/go -infrastructure Managebility,Axim Technologies,4-8 Yrs,Not disclosed,Bengaluru,24 DAYS AGO,Jenkins|Python / Go|Docker|GitHub|MySQL|jFrog
500,Python Research Programmer Distinguished Founders,CareerXperts Consulting,0-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Cloud computing|Computer vision|Automation|Consulting|Machine learning|Reconciliation|Cloud|Programming
501,Python QA Automated Software Testing Engineer,Appoint Info,4-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,UI Spy|Java|GUI Testing|Web Driver|MySQL|Agile|Scrum|Oracle
502,SOFTWARE DEVELOPMENT ENGINEER IN TEST - PYTHON,McAfee Software (India) Pvt. Ltd,3-6 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,C++|Linux|Networking|Production support|Software Development Manager|Debugging|Performance testing|Virtualization
503,Freshers with Python Training and excellent OOP skills,INSPICOMMS SOLUTIONS PRIVATE LIMITED,0-1 Yrs,Not disclosed,Nadiad,30+ DAYS AGO,Experience: Fresher
504,Global Quant Researcher - Python/algorithm,AsknBid Tech,0-5 Yrs,Not disclosed,Bengaluru| india,30+ DAYS AGO,IT Skills|Python|work from home|Global Quant Researcher|Trading Systems|Algorithm|Numpy|Python
505,Software Developer/lead Developer - Python/design Patterns,Truminds,3-7 Yrs,Not disclosed,Gurgaon,15 DAYS AGO,Windows OS|Linux OS|Design Patterns|VPN|OOPS|IP Networking|Routing & Switching|Python
506,Datascience Engineer- Python Developer,Varite,3-5 Yrs,Not disclosed,Chennai| Bengaluru,18 DAYS AGO,MS SQL|RDBMS|Postgresql|Machine learning|Healthcare|data visualization|microsoft|Oracle
507,Hexaware - Sr. Infra Automation Script Developer - Python,Hexaware Technologies Ltd.,6-9 Yrs,Not disclosed,Chennai,30+ DAYS AGO,python|django|require.js|plugins|powershell|python software engineer|flask|python developer
508,Hiring Python Developer with Flask & Data Visualization,Aspire Systems India (P) Ltd,3-6 Yrs,Not disclosed,Chennai,17 DAYS AGO,python|matplotlib|web technologies|plotly|data visualization|flask
509,Python Developer (s),Best Infosystems Ltd.,5-10 Yrs,Not disclosed,Chennai,12 DAYS AGO,python|developer
510,Immediate Joinee For Automation Engineer( PythonLinuxorchestration),AUTOINTELLI SYSTEMS PRIVATE LIMITED,3-6 Yrs,Not disclosed,Chennai| Bengaluru,2 DAYS AGO,python|Linux|Powershell|Shell Scripting|Any orchestration tools|Ansible
511,Golang/python Developer - Distributed Systems,Infracloud,3-8 Yrs,Not disclosed,Pune,30+ DAYS AGO,Golang|Open Source|Linux|Docker|Distributed Systems|Algorithm|Virtualization|Data Structure
512,Product Engineer - Python/ Golang/ Node.js,Infracloud,5-9 Yrs,Not disclosed,Pune| Bengaluru,30+ DAYS AGO,Golang|Java|Product Management|Azure|Docker|Linux|Google Cloud Platform|Node.js
513,Golang/python Developer - Distributed Systems,Infracloud,3-8 Yrs,Not disclosed,Pune,18 DAYS AGO,Golang|Open Source|Linux|Docker|Distributed Systems|Algorithm|Virtualization|Data Structure
514,Software Engineer Python Developer,Ciena India Private Ltd.,5-6 Yrs,Not disclosed,Pune,30+ DAYS AGO,Order management|Computer science|Automation|Assurance|orchestration|Networking|Talent acquisition|SDK
515,Product Engineer - Python/ Golang/ Node.js,Infracloud,5-9 Yrs,Not disclosed,Pune| Bengaluru,30+ DAYS AGO,Golang|Java|Product Management|Azure|Docker|Linux|Google Cloud Platform|Node.js
516,Harman Hiring For Python Developer For Pune(max 30 days Joiners),Harman Connected Services Corporation India Pvt. Ltd.,5-9 Yrs,Not disclosed,Pune,17 DAYS AGO,python|django|html5|oracle sql|flask|mongodb|javascript|web application development
517,Senior Python Developer,Synechron Technologies Pvt Ltd,10-20 Yrs,1500000 - 2000000 PA.,Pune(Kharadi),30+ DAYS AGO,GIT|Linux|Github|RDBMS|Django|Postgresql|MySQL|Data Analytics
518,Quality Assurance Engineer - Automation Testing - Python,Leuwint Technologies,3-6 Yrs,Not disclosed,Pune,15 DAYS AGO,Software Quality Assurance|Automation Testing|Testing|Python
519,Blue Planet - Java / Python / Golang Developer,Ciena India Private Ltd.,3-5 Yrs,Not disclosed,Pune,30+ DAYS AGO,Python
520,Senior Python Developer,Synechron Technologies Pvt Ltd,10-20 Yrs,1500000 - 2000000 PA.,Pune(Kharadi),30+ DAYS AGO,GIT|Linux|Github|RDBMS|Django|Postgresql|MySQL|Data Analytics
521,Quality Assurance Engineer - Automation Testing - Python,Leuwint Technologies,3-6 Yrs,Not disclosed,Pune,15 DAYS AGO,Software Quality Assurance|Automation Testing|Testing|Python
522,Blue Planet - Java / Python / Golang Developer,Ciena India Private Ltd.,3-5 Yrs,Not disclosed,Pune,30+ DAYS AGO,Python
523,Python Developer,Kansal Corporate Solutions,3-8 Yrs,1000000 - 2000000 PA.,Bengaluru| Hyderabad| Gurgaon,6 DAYS AGO,Django|Python
524,Python Developer 3-9 yrs exp!!! High Salaries!!!,FASTRA CORPORATION PRIVATE LIMITED,4-9 Yrs,Not disclosed,Bengaluru| Hyderabad,24 DAYS AGO,Big Data|Python developer|MongoDB|AWS|Machine Learning|Python
525,Python Developer,Thompsons HR Consulting,6-9 Yrs,Not disclosed,Bengaluru| Hyderabad,30+ DAYS AGO,Front end|html5|Django|Javascript|Python
526,Full Stack Developer with Python Experience,Winwire Technologies India Pvt. Ltd.,3-5 Yrs,Not disclosed,Bengaluru| Hyderabad,30+ DAYS AGO,scripting|Full Stack Developer|css|full stack software engineer|Javascript|Bootstrap|html|Node.Js
527,Python Developer (sr/mid Level),JCS Hub,2-5 Yrs,200000 - 600000 PA.,Hyderabad,30+ DAYS AGO,IT Skills|Python|work from home|python|python senior engineer|chat bot|facial recognition|python developer
528,Software Developer - Python/c++ - Internship,Huquo Consulting Pvt. Ltd,0-1 Yrs,Not disclosed,Noida,30+ DAYS AGO,C++|Linux OS|Shell Scripting|OOPS|Unix OS|Machine Learning|Data Structure|Python
529,Senior Python Developer,India-Israel Innovation Hub-TeamScale- SATC Marketing India Pvt Ltd,5-10 Yrs,1200000 - 2200000 PA.,Gurgaon(Udyog Vihar),1 DAY AGO,Analytical Skills|Github|Big Data|python developer|Machine Learning|Analytics|Software Development|GIT
530,Lead Full Stack Developer Python AWS  Database- Mumbai,Ardentia Technologies Pvt Ltd,4-9 Yrs,Not disclosed,Mumbai,TODAY,Postgresql|OOPS|Python Developer|JSON|python programmer|Machine Learning|jquery|Numpy
531,Python Developer - Exp - 2- 4 years,Cruzze Solutions LLP,2-4 Yrs,300000 - 700000 PA.,Coimbatore,TODAY,css|GIT|jQuery|html5|Django|Javascript|mysql|svn
532,Python Developer,Navigators Software Pvt Ltd.,1-6 Yrs,100000 - 500000 PA.,Kolkata,1 DAY AGO,Django|MySQL|HTML|Python
533,Django Rest Framework (Python) Developer,Innotical Solutions Pvt Ltd,2-5 Yrs,200000 - more than 300000 PA.,Delhi NCR| Noida,1 DAY AGO,python|django rest framework|django|Api Production|sql|communication skills
534,Hiring Python Developers| Kolkata| CMMI level 3 certified company,Navigators Software Pvt Ltd.,1-6 Yrs,200000 - 400000 PA.,Kolkata(Topsia),1 DAY AGO,Django|Python
535,Python Developer / ML Engineer,Xerve Innovations Pvt. Ltd .,2-7 Yrs,400000 - 900000 PA.,Bengaluru(6th block Koramangala),22 DAYS AGO,Pytorch|Tensorflow|Object Detection|Opencv|Artificial Intelligence|Neural Networks|Keras|AI Engineer
536,Data Science Engineer - R/python,Techstar Software Development India Pvt. Ltd.,3-6 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Data Science|Data Ingestion|Tensorflow|R|Data Scientist|PySpark|Statistical Modeling|Machine Learning
537,Core python developer 2+yr,Matrix Corporate Management Services Pvt. Ltd.,3-6 Yrs,Not disclosed,Bengaluru(Sector 3 HSR Layout ),30+ DAYS AGO,GIT|Accessibility|Django|Html5|Hadoop|Javascript|SVN|Spark
538,Python developer,Teamware Solutions,4-9 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Administration|PDF|Application programming|OOPS|Javascript|Informatica|MVC|Python
539,Immediate Hiring Strong Python Developers - Bangalore,Covalense Technologies Private Limited,5-10 Yrs,800000 - 1600000 PA.,Bengaluru,19 DAYS AGO,python|selenium|CSV|numpy
540,Python Developer,Teamware Solutions,4-9 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,PDF|Application programming|OOPS|Python
541,Python Developer,Teamware Solutions,5-10 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,PDF|Application programming|OOPS|Python
542,Python Developer,SLK Software Services Private Limited,4-9 Yrs,Not disclosed,Bengaluru(Devanahalli Road),30+ DAYS AGO,Front End|Unit Testing|Html5|Algorithm Design|Data Structures|Debugging|Python Developer|data structure
543,Senior Developer - Python,Tataatsu Idealabs,2-3 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,server|Product engineering|NoSQL|Linux|RDBMS|Postgresql|Data processing|developer
544,Python Developer Node JS,Teamware Solutions,5-10 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Automation|Front end|PDF|Linux|Application programming|EMC|server side programming|Virtualization
545,Python Developer,Platinus Technologies Private Limited,9-14 Yrs,Not disclosed,Bengaluru,28 DAYS AGO,Kibana|CSS|GIT|Django|Html5|Javascript|JQuery|Business Development Management
546,Python Developer,Teamware Solutions,3-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,PDF|Application programming|OOPS|Routing|Windows Administrator|Python
547,Python Developer,Teamware Solutions,3-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,PDF|Application programming|OOPS|Routing|Windows Administrator|Python
548,Python Developer,Teamware Solutions,5-10 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,PDF|Application programming|OOPS|Python
549,Data Scientist - Machine Learning & Statistical Analysis - R/python,Talent Stock Solutions,2-5 Yrs,Not disclosed,Delhi,30+ DAYS AGO,Data Science|R|C|Data Scientist|Statistical Analyst|Machine Learning|Algorithm|Python
550,Python Developer,Teamware Solutions,4-6 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,PDF|Application programming|OOPS|Python
551,Data Engineer / Senior Data Engineer - Python Development,myApps,4-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,RESTful API|R|Web Crawling|Apache Server|Data Engineer|backend development|AWS|Web Scraping
552,Python Developer,Softuvo Solutions Private Limited,2-4 Yrs,Not disclosed,Mohali,11 DAYS AGO,CSS|Django|MySQL|MongoDB|HTML|Python
553,Python Developer,VHR PROFESSIONAL SERVICES PRIVATE LIMITED,1-6 Yrs,1800000 - 2750000 PA.,Canada,5 DAYS AGO,Pyramid|Rest|Django|Web Technologies|Programming|developer|software developer|Web Services
554,Django Rest Framework (Python) Developer,Innotical Solutions Pvt Ltd,2-5 Yrs,200000 - more than 300000 PA.,Delhi NCR| Noida,15 DAYS AGO,python|django rest framework|django|Api Production|sql|communication skills
555,Software Developer - Python,Virtual Galaxy Infotech Pvt. Ltd.,2-5 Yrs,Not disclosed,Nagpur,30+ DAYS AGO,deep learning|Statistical modeling|PDF|SAS|Technology consulting|Machine learning|Natural language processing|big data
556,Python Developer,Nickelfox Technologies Pvt Ltd,2-7 Yrs,600000 - 1200000 PA.,Noida,3 DAYS AGO,web app frameworks|Django|Python Developer|DRF Celery Redis Postgres|AWS|Python|Flask
557,Software Developer Automation Testing-python Coding at Bangalore,Xpert Conexions,15-23 Yrs,2000000 - 3250000 PA.,Bengaluru,22 DAYS AGO,Software Development|Coding|CI|IP|Automation Testing|Optical Networking|Python
558,Python automation Lead- SONY INDIA SOFTWARE CENTRE,Sony India Software Centre Pvt Ltd,6-9 Yrs,Not disclosed,Bengaluru(Devarabeesana Halli),30+ DAYS AGO,Jenkins|Bug Tracking|GIT|Web Technologies|Pytest|Test Management|Manual Testing|Selenium
559,Openings For python full stack developer.,Affluent Global Services Pvt. Ltd.,4-9 Yrs,800000 - 1600000 PA.,Bengaluru,30+ DAYS AGO,python
560,Software Developer Automation Testing-python Coding at Bangalore,Xpert Conexions,15-23 Yrs,2000000 - 3250000 PA.,Bengaluru,22 DAYS AGO,Software Development|Coding|CI|IP|Automation Testing|Optical Networking|Python
561,Python automation Lead- SONY INDIA SOFTWARE CENTRE,Sony India Software Centre Pvt Ltd,6-9 Yrs,Not disclosed,Bengaluru(Devarabeesana Halli),30+ DAYS AGO,Jenkins|Bug Tracking|GIT|Web Technologies|Pytest|Test Management|Manual Testing|Selenium
562,Openings For python full stack developer.,Affluent Global Services Pvt. Ltd.,4-9 Yrs,800000 - 1600000 PA.,Bengaluru,30+ DAYS AGO,python
563,Software Developer Python,Archeron Group,1-4 Yrs,Not disclosed,Bengaluru,29 DAYS AGO,Python
564,Full Stack Developer | Full Stack Engineer | React.js & Python,FullThrottle Labs Technologies,2-5 Yrs,800000 - 1500000 PA.,Bengaluru,30+ DAYS AGO,react.js|software architecture|product design|python|html5|Django|web technologies|web development
565,Software Developer (Python),Angel & Genie,5-10 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Cloud computing|Quality standards|Concept design|Linux|Wordpress|Javascript|MongoDB|test driven development
566,Python Developer with Django,Dotcom services India Pvt Ltd,1-5 Yrs,325000 - 800000 PA.,Mumbai Suburbs,7 DAYS AGO,fullstack developer|python with django framework|Web Technologies|full stack developer|Ecommerce Development|django framework|Software Development|jQuery
567,Senior Data Engineer - Python/etl/ Reporting Tools,Lericon Informatics Pvt. Ltd.,5-7 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Dashboard Tools|ETL Tools|Data Warehousing|Distributed Systems|Reporting Tools|AWS|Python
568,Python Developer,LAGOZON TECHNOLOGIES PRIVATE LIMITED,3-6 Yrs,450000 - 600000 PA.,Noida,10 DAYS AGO,Software Development|Web Development|Python
569,Software Developer - Python,Alliance Recruitment Agency,2-5 Yrs,Not disclosed,Vadodara,30+ DAYS AGO,Backend|NoSQL|Linux|Django|MySQL|Javascript|Agile|SQL
570,Python/ Angular JAVA Developer,Solsynch Technologies Private Limited,1-3 Yrs,200000 - 325000 PA.,Mumbai,4 DAYS AGO,Javafx|Angularjs|Django|MySQL|Javascript|Visual Studio|Python
571,Sr. Python Django Developer- Kochi,Futuristic Process Solutions Private Limited,3-8 Yrs,Not disclosed,Kochi,3 DAYS AGO,css|Django|html|Python
572,Python with Django Developers | Aspire Systems | @chennai,Aspire Systems India (P) Ltd,2-7 Yrs,Not disclosed,Chennai,30+ DAYS AGO,Django|API|Python|Sql
573,Hiring Python Developer - Aspire Systems,Aspire Systems India (P) Ltd,3-6 Yrs,Not disclosed,Chennai,17 DAYS AGO,Data Science|Communication Skills|Numpy|Python
574,Python Developer - Application Programming,Anbiya Technologies,3-5 Yrs,Not disclosed,Chennai,30+ DAYS AGO,Project Architecture|Javascript|JSON|Python
575,Researcher - Machine Learning - Data Mining/ Java/ Python,Career Maker,5-10 Yrs,Not disclosed,Chennai,30+ DAYS AGO,Java|Data Mining|Machine Learning|Python
576,Power BI Developer - Python/azure,Aspire Systems,2-6 Yrs,Not disclosed,Chennai,30+ DAYS AGO,DataLake|Azure|Power BI|RDBMS|SSRS|SSIS|SQL|Python
577,Python Django Developer,AVE-Promagne,2-7 Yrs,Not disclosed,Chennai,30+ DAYS AGO,CSS|python|Postgresql|HTML|NoSQL|Front End|django|Django
578,Python Developer,6Sense,3-8 Yrs,Not disclosed,Pune| Bengaluru,30+ DAYS AGO,Unix|NoSQL|Linux|RDBMS|Django|Analytical|Machine learning|Predictive modeling
579,Python developer,Diverse Lynx India Pvt. Ltd,3-6 Yrs,Not disclosed,Chennai| Pune| Hyderabad,30+ DAYS AGO,Unix|Linux|TDD|Django|Debugging|Agile|jenkins|telecom bss
580,Python Developer,Platinus Technologies Private Limited,9-14 Yrs,1000000 - 2000000 PA.,Hyderabad,26 DAYS AGO,Kibana|CSS|GIT|Django|Html5|Javascript|JQuery|Business Development Management
581,Software Developer Java/JEE / Python / C++,FresherMart,1-6 Yrs,Not disclosed,Hyderabad,30+ DAYS AGO,C++|Hibernate|jQuery|Javascript|PHP|Perl|iBATIS|Middleware
582,Software Developer - Python / NLP / Deep Learning,Huquo Consulting Pvt. Ltd,3-7 Yrs,Not disclosed,Bengaluru,19 DAYS AGO,Tensorflow|Hive|NLP|Open Source|Big Data|Machine Learning|Deep Learning|Python
583,Python Developer - Machine Learning/ Data Mining,Huquo Consulting Pvt. Ltd,3-6 Yrs,Not disclosed,Noida,28 DAYS AGO,Predictive Modeling|R|NLP|Data Mining|Data Modeling|Spark|Data Analytics|Machine Learning
584,Research Engineer- Big Data/ Machine Learning- Java/ C++/ Perl/ Python,Career Maker,3-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Java|C++|R|Big Data|Data Mining|Perl|Machine Learning|MATLAB
585,Data Science/ Scientist - Python/ Deep Learning,New Era India,7-12 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Data Science|Java|C++|Data Scientist|Artificial Intelligence|Data Management|Machine Learning|Algorithm
586,Data Scientist - Python/r Ai/ml NLP,Axim Technologies,4-8 Yrs,Not disclosed,Bengaluru,22 DAYS AGO,ML / AI|NLP|Data Scientist|Python / R
587,Python Automation Engineer,Mindteck (India) Ltd,4-8 Yrs,800000 - 1100000 PA.,Bengaluru,30+ DAYS AGO,Storage|Python scripting|Python Developer|Netapp|python programmer|ESXI
588,Big Data Python Developer,Xebia IT Architects India Pvt Ltd,3-5 Yrs,Not disclosed,Bengaluru| Gurgaon,30+ DAYS AGO,Version control|GIT|Linux|Shell scripting|Agile|Workflow|Apache|SQL
589,Python Developer,Xceedance,4-5 Yrs,Not disclosed,Gurgaon,30+ DAYS AGO,Computer science|Managed services|Simulation|Coding|Risk assessment|Machine learning|Workflow|Open source
590,Principal Software Engineer - Data Analytics - R/sql/python,Lericon Informatics Pvt. Ltd.,6-8 Yrs,Not disclosed,Anywhere inindia,30+ DAYS AGO,R|ElasticSearch|PostgreSQL|PySpark|API|SQL Server|Data Analytics|Redshift
591,Senior Software Engineer- Python Developer,ORANGE BUSINESS SERVICES INDIA SOLUTIONS Pvt. Ltd.,5-8 Yrs,Not disclosed,Gurgaon,30+ DAYS AGO,CSS|Web Technologies|OOPS|Python Developer|HTML|oop|Software Development|Software Engineering
592,Senior Python Developer -remote Work,Lericon Informatics Pvt. Ltd.,6-8 Yrs,Not disclosed,India,30+ DAYS AGO,Matplotlib|HDFS|Kafka|AWS Redshift Preferred|SQL Server|Scikit - Learn|SQL|Spark PySpark
593,Lead Python Developer - Django/nosql,Sciative Solution Private Limited,2-4 Yrs,Not disclosed,Navi Mumbai,30+ DAYS AGO,REST API|NoSQL|WebAPI|Enterprise Architect|Django|MySQL|Webservices|Machine Learning
594,Python Developer | Kolkata Location | MNCs,RANDSTAD INDIA PVT LTD,5-10 Yrs,Not disclosed,Kolkata,26 DAYS AGO,Algorithms|Celery|Neo4J|Django|Data Structures|Cassandra|Redis|MongoDB
595,Principal Software Engineer - Data Analytics - R/ SQL/ Python,Lericon Informatics Pvt. Ltd.,6-8 Yrs,Not disclosed,Anywhere India,30+ DAYS AGO,R|ElasticSearch|PostgreSQL|API|Data Analytics|Redshift|Python|SQL
596,Big Data Developer - Python/ Hadoop,Catalyst,3-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Data Science|Java|Hive|Data Structures|Hadoop|SCALA|SQL Database|Spark
597,Senior Software Engineer - Python/odoo(2-5),Deerom technologies Pvt ltd,2-5 Yrs,Not disclosed,Kochi,7 DAYS AGO,computer engineer|computer operating|computer science|team leader|team leading|team handling|erp implementation|python software engineer
598,Python Automation Engineers,Mindteck (India) Ltd,4-8 Yrs,Not disclosed,Bengaluru,15 DAYS AGO,SCSI|BIOS testing|python|ISCSI|SSD validation|linux|HDD|RAID
599,NLP Engineer - Python/r/algorithm,Animaker,3-5 Yrs,Not disclosed,Bengaluru,16 DAYS AGO,R|NLP|Open Source|Image Processing|Time Series Forecasting|Image Recognition|Data Visualization|NLU / NLG
600,Python Automation Engineer - Shell Scripting,Myapps Solutions,4-6 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,RabbitMQ|Git|Linux Server|Shell Scripting|Defect / Bug Tracking System|MySQL|Source Code Management|Python
601,Python Developer - Django/flask,Evince Development,1-2 Yrs,Not disclosed,Ahmedabad,30+ DAYS AGO,Django|Python Developer|ORM|Python|Flask
602,Senior Python Developer - Django Framework,RawData,6-9 Yrs,Not disclosed,Kerala,21 DAYS AGO,jQuery|Database Schema|Linux OS|Django|Javascript|Database Design|Python
603,Senior Python Developer - AWS/ Elasticsearch,Advika Solutions,4-9 Yrs,Not disclosed,Mumbai,30+ DAYS AGO,AWS Lambda|ElasticSearch|OOAD|DynamoDB|Unix OS|AWS|API Gateway|Python
604,Python Automation Engineer,Mindteck (India) Ltd,4-8 Yrs,Not disclosed,Bengaluru,23 DAYS AGO,Product Testing|Storage|Linux|OS|File System|System Testing|Automation Engineering|Functional Testing
605,System Engineer - Java/scala/python,Intellicar Telematics Pvt Ltd,3-5 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Unix|Java|coding|Scala|Hadoop|Distributed Systems|programming|Python
606,Python Developer - Django/flask Framework,EiC Tec hsys,2-6 Yrs,Not disclosed,Gurgaon,30+ DAYS AGO,ALM|Unit Testing|Linux OS|System Design|Django|OOPS|MySQL|Python Developer
607,Harman Hiring For Automation Engineer with Python For Bangalore,Harman Connected Services Corporation India Pvt. Ltd.,3-5 Yrs,Not disclosed,Bengaluru,28 DAYS AGO,Shell Scripting|Automation Engineering|Python
608,Python Developer,Agnext Technologies,2-6 Yrs,Not disclosed,Mohali| Chandigarh,30 DAYS AGO,PyQt5|Django|MySQL|Rest API maybe AWS as additional but not|Python|Flask
609,software engineer as python scripting developer,Bizbee,2-7 Yrs,Not disclosed,Delhi,30+ DAYS AGO,continuous integration|UI|Enterprise applications|Application programming|devops|Javascript|Programming|Software
610,Python Developer,Financial Technologies,2-4 Yrs,Not disclosed,Mumbai,30+ DAYS AGO,SIDE|Software design|Front end|Database design|Agile|Software development life cycle|Architecting|SDLC
611,Python Odoo Developer - Open Object Framework,ACELR Tech Labs,2-5 Yrs,Not disclosed,Kochi,30+ DAYS AGO,Odoo|Open Object Framework|TDD|Python Odoo Developer|Technical Support|Python|CRM
612,Backend Developer - Php/node.js/python,RS Gamezone Pvt Ltd,3-8 Yrs,Not disclosed,Gurgaon,30+ DAYS AGO,RDBMS|Backend Developer|OOPS|Microservices Architecture|PHP|cloud servers|Node.js|Python
613,Python Developer (0-3 Years) Velacherry Chennai,The HR Bulb,0-3 Yrs,200000 - more than 300000 PA.,Chennai(Vijaya Nagar),30+ DAYS AGO,deep learning|algorithms|scripting|python|data analytics|data science|computer vision|web technologies
614,Python Developer,mspring infotech,5-7 Yrs,Not disclosed,Chennai| Bengaluru,30+ DAYS AGO,C++|c|CMS|bootstrap|SQL|CSS3|Drupal|Javascript
615,Python Developer,WB Solutions LLC,8-12 Yrs,Not disclosed,Chennai| Bengaluru,30 DAYS AGO,S3|Open Source|Cloud|AWS|Python
616,Python & Spark Developer,Nextogen Technologies Pvt. Ltd.,1-5 Yrs,Not disclosed,Pune| Hyderabad| Gurgaon,30+ DAYS AGO,Application deployment|Data analysis|cassandra|spark|Hadoop|Infrastructure|Stored procedures|SDLC
617,Senior Software Engineer - Matlab / Python,SATYAM VENTURE ENGINEERING SERVICES,3-8 Yrs,Not disclosed,Chennai,30+ DAYS AGO,assembly language|Six Sigma|PMP|C|JavaScript|Real Time Operating Systems|.NET|HTML
618,Scripting Developer(Python Unix),IB Services & Technologies,5-14 Yrs,Not disclosed,Chennai| Bengaluru,25 DAYS AGO,Unix|Multithreading|FTP|Linux|XML|Shell scripting|JSON|AWS
619,Datacenter Network Software Engineer - Python/django/flask,Nusecond Technologies,6-11 Yrs,Not disclosed,Chennai,30+ DAYS AGO,Golang|Java|L3 Network technologies|Azure|L2|REST API|DevOps|Terraform
620,Senior Camera Software Engineer - Python/django,DATANETIIX Solutions,5-8 Yrs,Not disclosed,Chennai,30+ DAYS AGO,Ubuntu|REST API|Django|GraphQL|Node.js|web development|Webservices|AJAX
621,looking For Immediate joiner in Automation Eng(PythonPowershell),AUTOINTELLI SYSTEMS PRIVATE LIMITED,3-6 Yrs,Not disclosed,Chennai| Bengaluru,7 DAYS AGO,Powershell|Ansible|Bash|Secondary Skills|Python|Primary Skills
622,Python Developer,WebShar,4-7 Yrs,Not disclosed,Pune,30+ DAYS AGO,Software project|Root cause analysis|Software design|PDF|Coding|Management systems|Configuration management|Shell scripting
623,Full Stack Python Developer - Keywordio,Keywordio,2-7 Yrs,Not disclosed,Pune,30+ DAYS AGO,Cloud computing|Backend|Front end|GIT|Django|Machine learning|Javascript|Agile
624,Python Developer,Ansh Systems Pvt. Ltd,2-3 Yrs,Not disclosed,Pune,30+ DAYS AGO,Technical product configuration|c++|C|design|MySQL|JavaScript|integration PHP|HTML
625,Sr. Software Developer - Python Developer,TeamPlus Staffing Solution Pvt Ltd,4-6 Yrs,Not disclosed,Pune,30+ DAYS AGO,Training|NoSQL|Application engineering|Business Analyst|Management|Technical support|SQL|Python
626,Advanced Analytics Python/r Consultant (c2h/contract),Axim Technologies,3-6 Yrs,Not disclosed,Pune| Mumbai| Bengaluru,30+ DAYS AGO,database management|R|Statistics Techniques|Advanced Analytics|Python|SQL
627,Senior Software Developer - Python & Django,Dalmet Technologies Pvt. Ltd.,3-7 Yrs,Not disclosed,Pune,30+ DAYS AGO,Computer science|Web UI|Version control|Web services|Django|Web application|Agile|Scrum
628,Software Developer (java + Python),Springer Nature Technology and Publishing Solutions,3-7 Yrs,Not disclosed,Pune,10 DAYS AGO,Java Servlets|Hibernate|Spring Mvc|JSP|Javascript|JDBC|J2Ee|Apache Tomcat
629,Software Developer - Python / AWS,HEROIC Cybersecurity,5-10 Yrs,Not disclosed,Pune,30+ DAYS AGO,C++|Data analysis|GIT|Linux|Coding|MySQL|PHP|JIRA
630,Software developer (Python / Bluetooth),FAURECIA INDIA PRIVATE LIMITED,3-8 Yrs,Not disclosed,Pune,30+ DAYS AGO,Software Development|bluetooth|BlueZ|linux|QA Automation|embedded|Python|Operating Systems
631,Data Engineer with Python Covalense,Covalense Technologies Private Limited,5-10 Yrs,Not disclosed,Hyderabad,30+ DAYS AGO,Representative|Python
